country_name,country_code,indicator_name,indicator_code,year,value
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,60.55
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,61.56
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,61.41
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,60.93
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,62.04
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,61.83
Japan,JPN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,62.29
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2010,99.38
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2011,
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2012,98.66
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2013,
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2014,99.37
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2015,98.99
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2016,99.07
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2017,99.77
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2018,98.65
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2019,99.33
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2020,98.88
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2021,98.87
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2022,99.66
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2010,4.3
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2011,4.34
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2012,4.68
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2013,3.96
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2014,4.41
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2015,3.86
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2016,4.29
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2017,
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2018,4.26
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2019,4.61
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2020,3.81
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2021,5.61
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2022,3.8
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2010,13.27
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2011,14.77
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2012,14.63
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2013,14.61
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2014,14.7
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2015,14.39
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2016,13.94
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2017,14.61
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2018,14.23
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2019,15.31
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2020,14.71
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2021,14.38
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2022,14.77
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,107.21
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,107.7
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,107.55
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,106.95
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,106.82
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,107.09
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,105.93
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,105.81
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,106.07
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,
India,IND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,106.39
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2010,70.89
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2011,71.11
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2012,71.1
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2013,71.79
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2014,71.8
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,72.99
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,73.43
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2017,74.39
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,74.3
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,75.71
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,76.92
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,76.53
India,IND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,77.44
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,20.41
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,20.31
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,21.23
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,21.66
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,22.26
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,22.29
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,23.31
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,24.15
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,25.27
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,25.53
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,26.79
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,25.59
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,27.12
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2010,65.11
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2011,66.86
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2012,65.62
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2013,66.15
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2014,66.84
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2015,66.48
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2016,67.98
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2017,68.39
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2018,69.49
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2019,70.16
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2020,71.63
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2021,71.62
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2022,71.25
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2010,2.96
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2011,
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2012,2.87
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2013,4.84
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2014,4.53
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2015,3.62
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2016,2.95
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2017,4.87
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2018,4.07
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2019,4.96
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2020,3.34
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2021,4.02
China,CHN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2022,
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2010,15.53
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2011,15.33
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2012,16.07
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2013,15.16
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2014,15.81
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2015,16.07
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2016,16.41
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2017,16.63
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2018,15.63
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2019,15.48
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2020,
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2021,16.8
China,CHN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2022,16.25
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,100.09
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,100.75
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,100.1
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,101.32
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,101.15
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,100.72
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,100.55
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,101.0
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,100.63
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,100.88
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2010,86.94
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2011,87.64
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2012,87.48
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2013,88.89
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2014,89.83
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,90.65
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2017,91.43
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,89.97
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,90.13
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,91.47
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,92.08
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,92.18
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,24.76
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,26.85
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,27.02
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,29.1
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,29.82
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,29.94
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,31.09
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,31.66
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,33.16
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,34.67
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,34.41
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,36.2
China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2010,93.52
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2011,94.09
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2012,93.68
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2013,94.12
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2014,93.88
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2015,95.93
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2016,94.92
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2017,94.63
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2018,95.33
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2019,95.28
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2020,
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2021,96.02
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2022,96.25
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2010,5.68
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2011,5.63
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2012,5.79
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2013,4.56
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2014,5.01
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2015,6.72
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2016,6.87
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2017,5.71
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2018,6.19
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2019,6.01
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2020,7.65
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2021,6.45
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2022,5.68
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2010,18.43
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2011,17.99
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2012,
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2013,18.4
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2014,17.95
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2015,18.36
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2016,18.05
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2017,19.66
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2018,19.13
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2019,18.55
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2020,19.39
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2021,18.5
South Africa,ZAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2022,
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,98.91
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,98.22
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,97.18
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,97.59
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,97.07
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,96.67
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,97.96
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,98.45
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,97.44
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,96.61
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,96.61
South Africa,ZAF,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,96.44
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2010,91.48
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2011,92.18
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2012,91.8
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2013,92.61
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2014,92.57
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2015,92.61
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2016,
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2017,92.7
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2018,
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2019,93.65
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2020,92.91
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2021,93.71
South Africa,ZAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,2022,94.25
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,18.68
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,18.3
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,19.39
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2014,18.94
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2015,18.67
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2016,19.12
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2017,20.48
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2018,20.96
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2019,20.61
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2020,21.88
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2021,20.85
South Africa,ZAF,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2022,22.16
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2010,86.27
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2011,86.81
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2012,87.43
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2013,87.08
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2014,87.57
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2015,88.6
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2016,87.85
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2017,88.9
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2018,87.92
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2019,89.12
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2020,89.86
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2021,87.72
South Africa,ZAF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,2022,88.92
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2010,5.15
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2011,4.65
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2012,
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2013,4.35
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2014,4.73
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2015,4.56
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2016,5.32
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2017,4.74
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2018,4.76
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2019,4.28
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2020,4.21
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2021,4.21
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2022,4.68
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2010,14.25
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2011,14.57
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2012,15.55
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2013,14.72
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2014,13.9
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2015,14.72
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2016,13.66
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2017,12.58
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2018,13.1
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2019,12.48
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2020,13.29
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2021,13.41
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,2022,14.31
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,111.2
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,110.82
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,111.4
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,109.52
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,111.21
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,109.81
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,111.34
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,110.8
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,110.3
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,110.88
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,111.81
